ticker,output_bucket,trust_level,score_available,composite_score,score_source,tier_current,technical_available,technical_status,official_price_cache_available,rolling_ledger_status,staged_backfill_status,data_gap_reason,official_rank_allowed,watch_only,trade_allowed,reason_summary
AA,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,90.38,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
GEV,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,63.81,factor_pack,TIER_4_REVIEW_ONLY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
GLW,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,95.24,factor_pack,TIER_1_CORE_CANDIDATE,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
GNRC,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,42.86,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
GOOG,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
GOOGL,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,3.81,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
GRAB,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
GS,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
GSG,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
GT,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
HIVE,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
HLT,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
HOOD,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
HPE,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,38.1,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
HTZ,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
HUBB,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,54.29,factor_pack,TIER_4_REVIEW_ONLY,TRUE,TECH_TIMING_WATCH_POSITIVE,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
HUBS,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
HUM,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
HUT,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
IBIT,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
ICHR,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,93.33,factor_pack,TIER_1_CORE_CANDIDATE,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
IGV,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,36.19,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
INFY,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
INSM,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
INTC,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,90.48,factor_pack,TIER_1_CORE_CANDIDATE,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
IRDM,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,15.24,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
IREN,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,58.1,factor_pack,TIER_4_REVIEW_ONLY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
ISRG,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
IWM,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
IYW,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,37.14,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
JBL,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,66.67,factor_pack,TIER_3_WATCHLIST,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
JBS,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
JCI,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
JD,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
JFROG,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
JHX,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
KEYS,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,84.76,factor_pack,TIER_2_STRONG_WATCHLIST,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
KKR,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
KLAC,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,53.33,factor_pack,TIER_4_REVIEW_ONLY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
KLAR,DATA_NOT_READY,NONE,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,FALSE,FALSE,score=no; technical=no; official_price=no; staged=no; bucket=DATA_NOT_READY
KLIC,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,74.29,factor_pack,TIER_3_WATCHLIST,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
KNX,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
KRC,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
KVYO,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
KWEB,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
LBRT,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
LCID,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
LHX,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
LIN,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,TRUE,SUCCESS_OFFICIAL_CACHE_LEDGER_RETEST,,SCORE_MISSING|TECHNICAL_TIMING_MISSING,FALSE,TRUE,FALSE,score=no; technical=no; official_price=yes; staged=no; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
LINE,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,MERGE_CANDIDATE_PRICE_ONLY_PARTIAL_HISTORY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,TRUE,FALSE,score=no; technical=no; official_price=no; staged=yes; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
LITE,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,99.05,factor_pack,TIER_1_CORE_CANDIDATE,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
LPLA,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,51.92,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
LRCX,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,69.52,factor_pack,TIER_3_WATCHLIST,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
LSCC,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,13.46,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
LYB,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,82.69,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
LYFT,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,57.69,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_WATCH_POSITIVE,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
MA,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,38.46,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
MCHP,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,62.86,factor_pack,TIER_4_REVIEW_ONLY,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
MCK,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,42.31,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
MDB,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,16.19,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_OVERHEAT_AVOID_CHASE,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
MELI,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,9.62,factor_pack,TIER_0_DATA_NOT_READY,TRUE,TECH_TIMING_WATCH_POSITIVE,TRUE,SUCCESS_LOCAL_PRICE_FULL_HISTORY,MERGE_CANDIDATE_FULL_HISTORY,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=yes; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
META,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,21.9,factor_pack,TIER_5_WEAK_OR_BLOCKED,TRUE,TECH_TIMING_PULLBACK_WATCH,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
MKSI,HIGH_TRUST_OFFICIAL_RANK_CANDIDATE,HIGH,TRUE,80.95,factor_pack,TIER_2_STRONG_WATCHLIST,TRUE,TECH_TIMING_NEUTRAL,TRUE,SUCCESS_LOCAL_SCAN,,NO_MAJOR_DATA_GAP_DETECTED,TRUE,FALSE,FALSE,score=yes; technical=yes; official_price=yes; staged=no; bucket=HIGH_TRUST_OFFICIAL_RANK_CANDIDATE
MNTN,LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH,LOW,FALSE,,,TIER_0_DATA_NOT_READY,FALSE,,FALSE,SKIPPED_NO_LOCAL_DATA,MERGE_CANDIDATE_PRICE_ONLY_PARTIAL_HISTORY,OFFICIAL_PRICE_CACHE_MISSING|SCORE_MISSING|TECHNICAL_TIMING_MISSING|ROLLING_LEDGER_FULL_HISTORY_NOT_READY,FALSE,TRUE,FALSE,score=no; technical=no; official_price=no; staged=yes; bucket=LOW_TRUST_PRICE_ONLY_OR_STAGED_WATCH
