script_path,script_type,matched_terms,likely_role,proxy_requirement_detected,exact_reference_lines_or_short_snippets,confidence
D:\us-tech-quant\scripts\v18\v18_22C_stable_snapshot.py,technical,factor_current_csv;factor_pack;qqq;spy;tech_current_csv;technical_timing,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L47: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L155: ""TECHNICAL_TIMING_MODIFIED"", | L544: ""state/v18/price_cache/QQQ.csv"", | L545: ""state/v18/price_cache/SPY.csv"",",MEDIUM
D:\us-tech-quant\scripts\v18\v18_22D_daily_research_operator_homepage.py,technical,technical_timing,path_or_report_consumer,NONE,"L42: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L92: ""TECHNICAL_TIMING_MODIFIED"",",LOW
D:\us-tech-quant\scripts\v18\v18_22D_stable_snapshot.py,technical,technical_timing,path_or_report_consumer,NONE,"L66: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L110: ""TECHNICAL_TIMING_MODIFIED"",",LOW
D:\us-tech-quant\scripts\v18\v18_23A_R1_universe_count_drift_reconciliation.py,technical,factor_current_csv;factor_pack;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L53: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L105: ""TECHNICAL_TIMING_MODIFIED"", | L169: (""V18_CURRENT_RAW105_FACTOR_PACK_RANKING"", ""outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"", ""ranked_subset"", ""MEDIUM""), | L170: (""V18_6A_CURRENT_TECHNICAL_TIMING"", ""outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv"", ""technical_subset"", ""MEDIUM""),",LOW
D:\us-tech-quant\scripts\v18\v18_23A_rolling_research_coverage_controller.py,technical,factor_current_csv;factor_pack;technical_timing,path_or_report_consumer,NONE,"L49: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L98: ""TECHNICAL_TIMING_MODIFIED"", | L141: (""V18_CURRENT_RAW105_FACTOR_PACK_RANKING"", ""outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"", 3),",LOW
D:\us-tech-quant\scripts\v18\v18_23A_stable_snapshot.py,technical,technical_timing,path_or_report_consumer,NONE,"L69: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L131: ""TECHNICAL_TIMING_MODIFIED"",",LOW
D:\us-tech-quant\scripts\v18\v18_23B_R1_rolling_coverage_watchdog.py,technical,factor_current_csv;factor_pack;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L48: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L49: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L68: ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", ""TECHNICAL_TIMING_MODIFIED"", | L83: ""success_scan_count"", ""attempt_scan_count"", ""local_price_available"", ""factor_pack_available"",",LOW
D:\us-tech-quant\scripts\v18\v18_23B_R2_watchdog_force_eligibility_audit.py,technical,factor_current_csv;factor_pack;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L47: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L48: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L69: ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", ""TECHNICAL_TIMING_MODIFIED"", | L84: ""success_scan_count"", ""attempt_scan_count"", ""local_price_available"", ""factor_pack_available"",",LOW
D:\us-tech-quant\scripts\v18\v18_23B_R3_local_scan_skip_diagnostics.py,technical,factor_current_csv;factor_pack;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L46: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L47: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L60: ""SOURCE_DETECTION_GAP_COUNT"", ""EXPECTED_OUTSIDE_RAW105_FACTOR_PACK_COUNT"", | L61: ""MISSING_LOCAL_PRICE_COUNT"", ""MISSING_FACTOR_PACK_COUNT"", ""MISSING_TECHNICAL_TIMING_COUNT"",",LOW
D:\us-tech-quant\scripts\v18\v18_23B_rolling_scan_executor.py,technical,factor_current_csv;factor_pack;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L46: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L47: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L78: ""FACTOR_PACK_MODIFIED"", | L79: ""TECHNICAL_TIMING_MODIFIED"",",LOW
D:\us-tech-quant\scripts\v18\v18_23C_controlled_staged_backfill_batch1.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L46: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L47: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L64: ""RANKING_MODIFIED"", ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", | L65: ""TECHNICAL_TIMING_MODIFIED"", ""LEDGER_MODIFIED"", ""ROLLING_SCAN_EXECUTED"",",LOW
D:\us-tech-quant\scripts\v18\v18_23C_R1_staged_backfill_quality_audit.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L44: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L45: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L73: ""FACTOR_PACK_MODIFIED"", ""TECHNICAL_TIMING_MODIFIED"", ""LEDGER_MODIFIED"", | L166: ""outputs/v18/factor_pack"", ""outputs/v18/ranking"", ""outputs/v18/signal_snapshots"",",LOW
D:\us-tech-quant\scripts\v18\v18_23C_R2_official_price_integration_full_history.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L46: ""RANKING_MODIFIED"", ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", ""TECHNICAL_TIMING_MODIFIED"", | L79: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L80: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L132: ""outputs/v18/ranking"", ""outputs/v18/signal_snapshots"", ""outputs/v18/factor_pack"",",LOW
D:\us-tech-quant\scripts\v18\v18_23C_R3_official_cache_rolling_ledger_retest.py,technical,factor_current_csv;factor_pack;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L42: ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", ""TECHNICAL_TIMING_MODIFIED"", | L58: ""success_scan_count"", ""attempt_scan_count"", ""local_price_available"", ""factor_pack_available"", | L59: ""technical_timing_available"", ""full_history_ready"", ""failure_reason"", ""source_notes"", | L83: ""FACTOR_PACK_MODIFIED"": ""FALSE"",",LOW
D:\us-tech-quant\scripts\v18\v18_23C_R4_controlled_staged_backfill_batch2.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L47: ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", ""TECHNICAL_TIMING_MODIFIED"", ""LEDGER_MODIFIED"", | L82: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L83: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L194: ""state/v18/price_cache"", ""state/v18/rolling_coverage"", ""outputs/v18/factor_pack"",",LOW
D:\us-tech-quant\scripts\v18\v18_23C_R5_batch2_staged_backfill_quality_audit.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L47: ""RANKING_MODIFIED"", ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", | L48: ""TECHNICAL_TIMING_MODIFIED"", ""LEDGER_MODIFIED"", ""ROLLING_SCAN_EXECUTED"", | L87: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L88: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"",",LOW
D:\us-tech-quant\scripts\v18\v18_23C_R6_batch2_official_price_integration_full_history.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L46: ""RANKING_MODIFIED"", ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", ""TECHNICAL_TIMING_MODIFIED"", | L79: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L80: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L132: ""outputs/v18/ranking"", ""outputs/v18/signal_snapshots"", ""outputs/v18/factor_pack"",",LOW
D:\us-tech-quant\scripts\v18\v18_23C_R6_official_price_integration_batch2_full_history.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L60: ""FACTOR_PACK_MODIFIED"", | L61: ""TECHNICAL_TIMING_MODIFIED"", | L124: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L125: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"",",LOW
D:\us-tech-quant\scripts\v18\v18_23C_R7_batch2_rolling_coverage_ledger_retest.py,technical,factor_current_csv;factor_pack;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L23: FACTOR_REL = ""outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"" | L24: TECH_REL = ""outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv"" | L58: ""FACTOR_PACK_MODIFIED"", | L59: ""TECHNICAL_TIMING_MODIFIED"",",LOW
D:\us-tech-quant\scripts\v18\v18_24A_dynamic_score_tier_migration_audit.py,technical,factor_current_csv;factor_pack;overheat_penalty;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L48: ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", ""TECHNICAL_TIMING_MODIFIED"", | L58: ""ticker"", ""current_score"", ""current_score_source"", ""current_rank"", ""factor_pack_score"", | L59: ""technical_timing_score"", ""overheat_penalty"", ""event_risk_status"", ""local_price_available"", | L93: ""FACTOR_PACK_MODIFIED"": ""FALSE"",",LOW
D:\us-tech-quant\scripts\v18\v18_24B_stable_snapshot.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L71: ""LEDGER_MODIFIED"", ""RANKING_MODIFIED"", ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", | L72: ""TECHNICAL_TIMING_MODIFIED"", ""BACKTEST_EXECUTED"", ""BACKTEST_RESULTS_APPLIED"", | L96: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L97: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"",",LOW
D:\us-tech-quant\scripts\v18\v18_24B_tier_migration_operator_homepage.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L55: ""SIGNAL_SNAPSHOT_MODIFIED"", ""FACTOR_PACK_MODIFIED"", ""TECHNICAL_TIMING_MODIFIED"", | L75: TOP_FIELDS = [""ticker"", ""current_tier"", ""current_score"", ""current_rank"", ""factor_pack_score"", ""technical_timing_score"", ""latest_success_scan_date"", ""current_tier_reason"", ""detail_p | L91: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L92: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"",",LOW
D:\us-tech-quant\scripts\v18\v18_25A_degraded_daily_output_controller.py,technical,factor_current_csv;factor_pack;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L75: ""FACTOR_PACK_MODIFIED"", | L76: ""TECHNICAL_TIMING_MODIFIED"", | L90: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L91: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"",",LOW
D:\us-tech-quant\scripts\v18\v18_25A_R1_degraded_daily_output_review.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L66: ""FACTOR_PACK_MODIFIED"", | L67: ""TECHNICAL_TIMING_MODIFIED"", | L114: ""outputs/v18/factor_pack"", | L115: ""outputs/v18/technical_timing"",",LOW
D:\us-tech-quant\scripts\v18\v18_25A_R2_tier_migration_source_alias_repair.py,technical,factor_pack;technical_timing,path_or_report_consumer,NONE,"L37: ""FACTOR_PACK_MODIFIED"": ""FALSE"", | L38: ""TECHNICAL_TIMING_MODIFIED"": ""FALSE"", | L61: ""FACTOR_PACK_MODIFIED"", | L62: ""TECHNICAL_TIMING_MODIFIED"",",LOW
D:\us-tech-quant\scripts\v18\v18_25A_R3_post_integration_promotion_blocker_audit.py,technical,factor_current_csv;factor_pack;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L23: FACTOR_PATH = ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"" | L24: TECH_PATH = ROOT / ""outputs"" / ""v18"" / ""technical_timing"" / ""V18_6A_CURRENT_TECHNICAL_TIMING.csv"" | L199: best_available_score = str(factor_row.get(""factor_pack_score"", """")).strip() | L226: blocker_secondary = ""BLOCKED_MISSING_TECHNICAL_TIMING"" if not technical_present else ""BLOCKED_CLASSIFICATION_RULE_TOO_STRICT""",LOW
D:\us-tech-quant\scripts\v18\v18_25A_R4_integrated_tickers_factor_technical_refresh_readiness_audit.py,technical,bb;bollinger;factor_current_csv;factor_pack;kdj;market_proxy;qqq;rsi;spy;tech_current_csv;technical_timing;vix,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L18: FACTOR_RANKING_PATH = ""outputs/v18/factor_pack/V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"" | L19: TECHNICAL_CURRENT_PATH = ""outputs/v18/technical_timing/V18_6A_CURRENT_TECHNICAL_TIMING.csv"" | L65: ""FACTOR_PACK_MODIFIED"", | L66: ""TECHNICAL_TIMING_MODIFIED"",",MEDIUM
D:\us-tech-quant\scripts\v18\v18_25A_R5_targeted_technical_timing_refresh_dryrun.py,technical,bb;factor_pack;kdj;overheat_penalty;regime;rsi;tech_current_csv;technical_timing;vix;vix_regime,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L13: MODE = ""READ_ONLY_TARGETED_TECHNICAL_TIMING_REFRESH_DRYRUN"" | L14: STATUS_OK = ""OK_V18_25A_R5_TARGETED_TECHNICAL_TIMING_REFRESH_DRYRUN_READY"" | L15: STATUS_WARN = ""WARN_V18_25A_R5_TARGETED_TECHNICAL_TIMING_REFRESH_DRYRUN_READY"" | L16: STATUS_FAIL = ""FAIL_V18_25A_R5_TARGETED_TECHNICAL_TIMING_REFRESH_DRYRUN""",MEDIUM
D:\us-tech-quant\scripts\v18\v18_25A_R6_market_proxy_source_trace_policy_audit.py,technical,bb;benchmark;bollinger;cboe;factor_current_csv;factor_pack;ixic;kdj;market_proxy;nasdaq;ndx;overheat_penalty;qqq;regime;risk_regime;rsi;spy;tech_current_csv;technical_timing;vix;vix_caret;vix_regime,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L13: MODE = ""READ_ONLY_MARKET_PROXY_SOURCE_TRACE_AND_POLICY_AUDIT"" | L14: STATUS_OK = ""OK_V18_25A_R6_MARKET_PROXY_SOURCE_TRACE_POLICY_AUDIT_READY"" | L15: STATUS_WARN = ""WARN_V18_25A_R6_MARKET_PROXY_SOURCE_TRACE_POLICY_AUDIT_READY"" | L16: STATUS_FAIL = ""FAIL_V18_25A_R6_MARKET_PROXY_SOURCE_TRACE_POLICY_AUDIT""",MEDIUM
D:\us-tech-quant\scripts\v18\v18_3D_factor_pack_shadow_extension.py,technical,factor_pack;overheat_penalty;rsi,path_or_report_consumer,NONE,"L28: OUT_DIR = ROOT / ""outputs"" / ""v18"" / ""factor_pack"" | L32: VALUES_CSV = OUT_DIR / ""V18_3D_RAW105_FACTOR_PACK_VALUES.csv"" | L33: RANKING_CSV = OUT_DIR / ""V18_3D_RAW105_FACTOR_PACK_RANKING.csv"" | L34: TOP30_MD = OUT_DIR / ""V18_3D_FACTOR_PACK_TOP30.md""",LOW
D:\us-tech-quant\scripts\v18\v18_3D_R1_official_overlap_fix.py,technical,factor_pack;rsi,path_or_report_consumer,NONE,"L23: VERSION = ""V18.3D-R1"" | L88: ranking = root / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_RAW105_FACTOR_PACK_RANKING.csv"" | L360: composite = get_col(row, [""factor_pack_score"", ""composite_score"", ""score"", ""F010_XSEC_COMPOSITE_RANK""]) | L391: outdir = root / ""outputs"" / ""v18"" / ""factor_pack""",LOW
D:\us-tech-quant\scripts\v18\v18_4A_factor_forward_outcome_tracker.py,factor,factor_current_csv;factor_pack,path_or_report_consumer,NONE,"L24: ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"", | L25: ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"", | L26: ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_3D_RAW105_FACTOR_PACK_RANKING.csv"", | L30: ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_RAW105_FACTOR_PACK_VALUES.csv"",",LOW
D:\us-tech-quant\scripts\v18\v18_4B_factor_outcome_summary_promotion_rules.py,factor,factor_pack,path_or_report_consumer,NONE,"L28: (""group_factor_pack_overlap"", ""factor_pack_overlap"", ""Official review ∩ factor pack top30""), | L36: ""factor_pack_overlap"": 8, | L237: factor_overlap = get_key(integrated_text, ""FACTOR_PACK_OVERLAP_NAMES"", ""UNKNOWN"") | L260: f""FACTOR_PACK_OVERLAP_NAMES: {factor_overlap}"",",LOW
D:\us-tech-quant\scripts\v18\v18_4H_factor_rolling_backtest.py,factor,benchmark;factor_current_csv;factor_pack;qqq,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L57: ROOT / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"", | L175: def calc_metrics(ret: pd.Series, benchmark_ret=None): | L206: if benchmark_ret is not None: | L207: b = benchmark_ret.reindex(ret.index).replace([np.inf, -np.inf], np.nan).fillna(0.0)",MEDIUM
D:\us-tech-quant\scripts\v18\v18_4H_R1_factor_robustness_audit.py,factor,qqq,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L52: tickers_to_download = sorted(set(universe + [""QQQ""])) | L88: qqq_ret = None | L89: if ""QQQ"" in close_all.columns: | L90: qqq_ret = close_all[""QQQ""].pct_change().replace([np.inf, -np.inf], np.nan).fillna(0.0)",MEDIUM
D:\us-tech-quant\scripts\v18\v18_4H_R1A_factor_robustness_interpretation_patch.py,factor,regime,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L133: ""Trend confirmation only. Strong in some regimes, but not stable enough """,MEDIUM
D:\us-tech-quant\scripts\v18\v18_6A_technical_timing_shadow.py,technical,bb;bollinger;factor_current_csv;factor_pack;kdj;overheat_penalty;regime;rsi;tech_current_csv;technical_timing;vix;vix_caret;vix_regime,technical_timing_generator,MANDATORY_VIX_OVERLAY,"L31: root / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"", | L32: root / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_FACTOR_PACK_RANKING.csv"", | L126: def rsi(close: pd.Series, n: int = 14) -> pd.Series: | L141: def kdj(df: pd.DataFrame, n: int = 9):",HIGH
D:\us-tech-quant\scripts\v18\v18_6B_R1_technical_timing_diagnostic_patch.py,technical,bb;benchmark;kdj;overheat_penalty;qqq;rsi;spy;technical_timing,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L41: ""bb_near_upper"", | L42: ""bb_above_upper"", | L43: ""bb_upper_zone"", | L44: ""rsi_overheat"",",MEDIUM
D:\us-tech-quant\scripts\v18\v18_6B_technical_timing_backtest.py,technical,bb;factor_current_csv;factor_pack;kdj;overheat_penalty;rsi;technical_timing,path_or_report_consumer,NONE,"L31: root / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_RAW105_FACTOR_PACK_RANKING.csv"", | L32: root / ""outputs"" / ""v18"" / ""factor_pack"" / ""V18_CURRENT_FACTOR_PACK_RANKING.csv"", | L127: def rsi(close: pd.Series, n: int = 14) -> pd.Series: | L142: def kdj(df: pd.DataFrame, n: int = 9):",LOW
D:\us-tech-quant\scripts\v18\v18_6C_R1_technical_timing_forward_tracker_freshness_guard.py,technical,bb;kdj;rsi;tech_current_csv;technical_timing,path_or_report_consumer,NONE,"L17: base_path = root / ""scripts"" / ""v18"" / ""v18_6C_technical_timing_forward_tracker.py"" | L51: current_path = root / ""outputs"" / ""v18"" / ""technical_timing"" / ""V18_6A_CURRENT_TECHNICAL_TIMING.csv"" | L52: tracker_path = root / ""state"" / ""v18"" / ""V18_6C_CURRENT_TECHNICAL_TIMING_FORWARD_TRACKER.csv"" | L54: out_dir = root / ""outputs"" / ""v18"" / ""technical_timing_forward""",LOW
D:\us-tech-quant\scripts\v18\v18_6C_technical_timing_forward_tracker.py,technical,bb;kdj;overheat_penalty;regime;rsi;tech_current_csv;technical_timing;vix;vix_regime,technical_downstream_consumer,DOWNSTREAM_VIX_DEPENDENCY,"L46: x[""technical_timing_score""] = pd.to_numeric(x.get(""technical_timing_score"", np.nan), errors=""coerce"") | L47: x[""overheat_penalty""] = pd.to_numeric(x.get(""overheat_penalty"", np.nan), errors=""coerce"") | L51: x[""rsi_14""] = pd.to_numeric(x.get(""rsi_14"", np.nan), errors=""coerce"") | L52: x[""kdj_k""] = pd.to_numeric(x.get(""kdj_k"", np.nan), errors=""coerce"")",MEDIUM
D:\us-tech-quant\scripts\v18\v18_6D_technical_timing_read_center.py,technical,bb;kdj;overheat_penalty;qqq;regime;rsi;spy;tech_current_csv;technical_timing;vix;vix_regime,technical_downstream_consumer,DOWNSTREAM_VIX_DEPENDENCY,"L51: ""technical_timing_score"", | L52: ""overheat_penalty"", | L56: ""rsi_14"", | L57: ""kdj_k"",",MEDIUM
D:\us-tech-quant\scripts\v18\v18_6E_final_read_center_with_technical.py,technical,bb;kdj;overheat_penalty;qqq;regime;rsi;spy;technical_timing;vix;vix_regime,technical_downstream_consumer,DOWNSTREAM_VIX_DEPENDENCY,"L116: ""technical_timing_score"", | L117: ""overheat_penalty"", | L121: ""rsi_14"", | L122: ""kdj_k"",",MEDIUM
D:\us-tech-quant\scripts\v18\v18_8B_current_simulation_cabin.py,technical,bb;regime;technical_timing;vix;vix_regime,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L165: ""BB_SQUEEZE"", | L316: tech_dash_path = root / ""outputs"" / ""v18"" / ""technical_timing_read_center"" / ""V18_6D_CURRENT_TECHNICAL_TIMING_DASHBOARD.csv"" | L334: vix_regime = extract_field(all_text, ""VIX_REGIME"") | L458: ""vix_regime"",",MEDIUM
D:\us-tech-quant\scripts\v18\v18_9A_simulation_candidate_tracker.py,technical,bb;regime;technical_timing;vix;vix_regime,path_or_report_consumer,OPTIONAL_BENCHMARK_CONTEXT,"L140: (""BB_SQUEEZE"", [""BB_SQUEEZE"", ""SQUEEZE""]), | L172: ""BB_SQUEEZE"", | L239: tech_dir = root / ""outputs"" / ""v18"" / ""technical_timing_read_center"" | L252: tech_dash = tech_dir / ""V18_6D_CURRENT_TECHNICAL_TIMING_DASHBOARD.csv""",MEDIUM
D:\us-tech-quant\scripts\v18\v18_9B_forward_return_filler.py,technical,technical_timing,path_or_report_consumer,NONE,"L321: tech_dash = root / ""outputs"" / ""v18"" / ""technical_timing_read_center"" / ""V18_6D_CURRENT_TECHNICAL_TIMING_DASHBOARD.csv""",LOW
D:\us-tech-quant\scripts\v18\v18_cleanup_audit.py,technical,technical_timing,path_or_report_consumer,NONE,"L40: ""run_v18_6A_technical_timing_shadow.ps1"", | L41: ""run_v18_6C_R1_technical_timing_forward_tracker_freshness_guard.ps1"", | L42: ""run_v18_6D_technical_timing_read_center.ps1"", | L54: ""v18_6A_technical_timing_shadow.py"",",LOW
