"RelPath","Category","GroupKey","RankNewestFirst","KeepCount","Decision","Status","SizeBytes","LastWriteTime","Sha256"
"outputs\v18\ops\V18_4G_R1_20260515_235405\step3_v18_4E_factor_output_forward_audit.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_235405\step3_v18_4E_factor_output_forward_audit.log","1","10","KEEP_RETENTION_LATEST","KEPT","3304","2026/5/15 23:56:46",""
"outputs\v18\ops\V18_4G_R1_20260515_235405\step4_v18_4F_forward_factor_coverage.log","OUTPUTS_V18_LOG","outputs\v18\ops\V18_4G_R1_20260515_235405\step4_v18_4F_forward_factor_coverage.log","1","10","KEEP_RETENTION_LATEST","KEPT","1324","2026/5/15 23:56:48",""
"state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_235611.bak","STATE_V18_TIMESTAMP_SNAPSHOT","state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_TIMESTAMP.bak","1","3","KEEP_RETENTION_LATEST","KEPT","77864","2026/5/15 23:56:11",""
"state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_234041.bak","STATE_V18_TIMESTAMP_SNAPSHOT","state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_TIMESTAMP.bak","2","3","KEEP_RETENTION_LATEST","KEPT","77839","2026/5/15 23:40:41",""
"state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_192042.bak","STATE_V18_TIMESTAMP_SNAPSHOT","state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_TIMESTAMP.bak","3","3","KEEP_RETENTION_LATEST","KEPT","77839","2026/5/15 19:20:42",""
"state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_20260515_184039.bak","STATE_V18_TIMESTAMP_SNAPSHOT","state\v18\factor_shadow_outcome_tracker.csv.before_v18_3B_R2_TIMESTAMP.bak","4","3","DRYRUN_WOULD_DELETE","DRYRUN","77839","2026/5/15 18:40:39","C39B43467E9F65DCC1164B73CA8D2D89C4BD4B231B5FF99B0F088D9C5C25CF92"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_235646.csv","STATE_V18_FACTOR_FORWARD_TIMESTAMP_SNAPSHOT","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_TIMESTAMP.csv","1","3","KEEP_RETENTION_LATEST","KEPT","18635","2026/5/15 23:56:48",""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_234124.csv","STATE_V18_FACTOR_FORWARD_TIMESTAMP_SNAPSHOT","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_TIMESTAMP.csv","2","3","KEEP_RETENTION_LATEST","KEPT","18111","2026/5/15 23:41:27",""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_192113.csv","STATE_V18_FACTOR_FORWARD_TIMESTAMP_SNAPSHOT","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_TIMESTAMP.csv","3","3","KEEP_RETENTION_LATEST","KEPT","18122","2026/5/15 19:21:15",""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","STATE_V18_FACTOR_FORWARD_TIMESTAMP_SNAPSHOT","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_TIMESTAMP.csv","4","3","DRYRUN_WOULD_DELETE","DRYRUN","18122","2026/5/15 18:41:09","9CDC6F8739E3453E373DCCD11B2FA798BB32DA7C4B85AD307ACA9CC21C8F8E98"
