"SourcePath","SourceRel","SourceZone","Line","Family","Action","Risk","DeletePermission","DecouplingTarget","ReferenceText"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","54","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""HPE"",""10.47619"",""19.879518"",""86.666667"",""94.285714"",""50.47619"",""66.666667"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","55","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""VECO"",""58.095238"",""71.084337"",""24.761905"",""43.809524"",""49.52381"",""80.952381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","55","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""VECO"",""58.095238"",""71.084337"",""24.761905"",""43.809524"",""49.52381"",""80.952381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","56","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SMH"",""33.333333"",""19.879518"",""78.095238"",""74.285714"",""48.571429"",""55.238095"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","56","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SMH"",""33.333333"",""19.879518"",""78.095238"",""74.285714"",""48.571429"",""55.238095"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","57","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""GLW"",""12.380952"",""19.879518"",""84.761905"",""93.333333"",""47.619048"",""80.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","57","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""GLW"",""12.380952"",""19.879518"",""84.761905"",""93.333333"",""47.619048"",""80.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","58","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""IGV"",""75.238095"",""83.809524"",""11.428571"",""25.714286"",""46.666667"",""12.380952"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","58","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""IGV"",""75.238095"",""83.809524"",""11.428571"",""25.714286"",""46.666667"",""12.380952"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","59","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""PWR"",""51.428571"",""48.192771"",""50.47619"",""50.47619"",""45.714286"",""62.857143"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","59","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""PWR"",""51.428571"",""48.192771"",""50.47619"",""50.47619"",""45.714286"",""62.857143"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","60","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SOXL"",""2.857143"",""57.831325"",""35.238095"",""95.238095"",""44.761905"",""99.047619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","60","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SOXL"",""2.857143"",""57.831325"",""35.238095"",""95.238095"",""44.761905"",""99.047619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","61","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""NXPI"",""66.666667"",""69.879518"",""55.238095"",""34.285714"",""43.809524"",""44.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","61","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""NXPI"",""66.666667"",""69.879518"",""55.238095"",""34.285714"",""43.809524"",""44.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","62","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""MOD"",""21.904762"",""19.879518"",""58.095238"",""76.190476"",""42.380952"",""70.47619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","62","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""MOD"",""21.904762"",""19.879518"",""58.095238"",""76.190476"",""42.380952"",""70.47619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","63","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""NTAP"",""37.142857"",""19.879518"",""82.857143"",""72.380952"",""42.380952"",""26.666667"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","63","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""NTAP"",""37.142857"",""19.879518"",""82.857143"",""72.380952"",""42.380952"",""26.666667"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","64","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TSLA"",""26.666667"",""44.578313"",""56.190476"",""73.333333"",""40.952381"",""20.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","64","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TSLA"",""26.666667"",""44.578313"",""56.190476"",""73.333333"",""40.952381"",""20.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","65","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""GOOGL"",""70.47619"",""42.168675"",""33.333333"",""30.47619"",""40.0"",""40.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","65","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""GOOGL"",""70.47619"",""42.168675"",""33.333333"",""30.47619"",""40.0"",""40.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","66","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRM"",""93.333333"",""41.904762"",""39.047619"",""8.571429"",""39.047619"",""5.714286"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","66","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRM"",""93.333333"",""41.904762"",""39.047619"",""8.571429"",""39.047619"",""5.714286"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","67","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AAPL"",""52.380952"",""40.963855"",""38.095238"",""48.571429"",""38.095238"",""22.857143"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","67","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AAPL"",""52.380952"",""40.963855"",""38.095238"",""48.571429"",""38.095238"",""22.857143"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","68","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""COHR"",""0.952381"",""19.879518"",""62.857143"",""98.095238"",""37.142857"",""87.619048"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","68","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""COHR"",""0.952381"",""19.879518"",""62.857143"",""98.095238"",""37.142857"",""87.619048"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","69","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""QQQ"",""54.285714"",""19.879518"",""54.285714"",""49.52381"",""36.190476"",""28.571429"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","69","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""QQQ"",""54.285714"",""19.879518"",""54.285714"",""49.52381"",""36.190476"",""28.571429"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","70","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""LRCX"",""46.666667"",""19.879518"",""27.619048"",""52.380952"",""35.238095"",""64.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","70","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""LRCX"",""46.666667"",""19.879518"",""27.619048"",""52.380952"",""35.238095"",""64.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","71","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SMCI"",""80.952381"",""85.714286"",""42.857143"",""19.047619"",""34.285714"",""18.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","71","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SMCI"",""80.952381"",""85.714286"",""42.857143"",""19.047619"",""34.285714"",""18.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","72","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ZS"",""72.380952"",""41.904762"",""83.809524"",""31.428571"",""33.333333"",""2.857143"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","72","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ZS"",""72.380952"",""41.904762"",""83.809524"",""31.428571"",""33.333333"",""2.857143"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","73","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""IYW"",""43.809524"",""19.879518"",""70.47619"",""59.047619"",""32.380952"",""31.428571"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","73","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""IYW"",""43.809524"",""19.879518"",""70.47619"",""59.047619"",""32.380952"",""31.428571"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","74","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""PLTR"",""84.761905"",""41.904762"",""40.0"",""17.142857"",""31.428571"",""9.52381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","74","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""PLTR"",""84.761905"",""41.904762"",""40.0"",""17.142857"",""31.428571"",""9.52381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","75","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ARM"",""32.380952"",""67.46988"",""17.142857"",""60.952381"",""30.47619"",""72.380952"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","75","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ARM"",""32.380952"",""67.46988"",""17.142857"",""60.952381"",""30.47619"",""72.380952"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","76","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""META"",""74.285714"",""41.904762"",""16.190476"",""26.666667"",""29.52381"",""14.285714"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","76","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""META"",""74.285714"",""41.904762"",""16.190476"",""26.666667"",""29.52381"",""14.285714"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","77","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CSCO"",""1.904762"",""19.879518"",""100.0"",""100.0"",""28.571429"",""49.52381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","77","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CSCO"",""1.904762"",""19.879518"",""100.0"",""100.0"",""28.571429"",""49.52381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","78","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""XLK"",""39.047619"",""19.879518"",""65.714286"",""62.857143"",""27.619048"",""34.285714"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","78","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""XLK"",""39.047619"",""19.879518"",""65.714286"",""62.857143"",""27.619048"",""34.285714"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","79","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMD"",""20.0"",""55.421687"",""20.952381"",""75.238095"",""26.666667"",""83.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","79","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMD"",""20.0"",""55.421687"",""20.952381"",""75.238095"",""26.666667"",""83.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_155914.csv","UNKNOWN","80","OTHER","MANUAL_REVIEW","REVIEW","REVIEW_FIRST","Manual review.","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""FN"",""5.714286"",""19.879518"",""64.761905"",""96.190476"",""25.714286"",""65.714286"""
