"file","line","pattern","dependency_class","text"
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","94","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ON"",""6.666667"",""19.879518"",""31.428571"",""88.571429"",""12.380952"",""82.857143"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","94","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ON"",""6.666667"",""19.879518"",""31.428571"",""88.571429"",""12.380952"",""82.857143"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","95","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SNOW"",""81.904762"",""41.904762"",""23.809524"",""20.0"",""11.428571"",""3.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","95","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SNOW"",""81.904762"",""41.904762"",""23.809524"",""20.0"",""11.428571"",""3.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","96","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CIEN"",""20.952381"",""19.879518"",""10.47619"",""70.47619"",""10.47619"",""93.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","96","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CIEN"",""20.952381"",""19.879518"",""10.47619"",""70.47619"",""10.47619"",""93.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","97","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""DDOG"",""29.52381"",""51.807229"",""60.0"",""71.428571"",""9.52381"",""45.714286"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","97","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""DDOG"",""29.52381"",""51.807229"",""60.0"",""71.428571"",""9.52381"",""45.714286"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","98","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRWD"",""11.428571"",""19.879518"",""74.285714"",""91.428571"",""8.571429"",""30.47619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","98","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRWD"",""11.428571"",""19.879518"",""74.285714"",""91.428571"",""8.571429"",""30.47619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","99","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TQQQ"",""17.142857"",""19.879518"",""34.285714"",""80.0"",""7.619048"",""60.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","99","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TQQQ"",""17.142857"",""19.879518"",""34.285714"",""80.0"",""7.619048"",""60.0"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","100","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""NOW"",""88.571429"",""41.904762"",""20.0"",""13.333333"",""6.666667"",""1.904762"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","100","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""NOW"",""88.571429"",""41.904762"",""20.0"",""13.333333"",""6.666667"",""1.904762"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","101","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ALAB"",""8.571429"",""19.879518"",""29.52381"",""87.619048"",""5.714286"",""69.52381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","101","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ALAB"",""8.571429"",""19.879518"",""29.52381"",""87.619048"",""5.714286"",""69.52381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","102","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""NVT"",""47.619048"",""19.879518"",""2.857143"",""44.761905"",""4.761905"",""57.142857"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","102","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""NVT"",""47.619048"",""19.879518"",""2.857143"",""44.761905"",""4.761905"",""57.142857"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","103","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TXN"",""23.809524"",""19.879518"",""19.047619"",""64.761905"",""3.809524"",""68.571429"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","103","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TXN"",""23.809524"",""19.879518"",""19.047619"",""64.761905"",""3.809524"",""68.571429"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","104","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CIFR"",""25.714286"",""19.879518"",""47.619048"",""68.571429"",""2.857143"",""48.571429"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","104","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CIFR"",""25.714286"",""19.879518"",""47.619048"",""68.571429"",""2.857143"",""48.571429"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","105","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CORZ"",""16.190476"",""19.879518"",""18.095238"",""79.047619"",""1.904762"",""52.380952"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","105","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CORZ"",""16.190476"",""19.879518"",""18.095238"",""79.047619"",""1.904762"",""52.380952"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","106","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""GNRC"",""53.333333"",""19.879518"",""4.761905"",""42.857143"",""0.952381"",""54.285714"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_183413.csv","106","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""GNRC"",""53.333333"",""19.879518"",""4.761905"",""42.857143"",""0.952381"",""54.285714"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","2","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""FORM"",""97.142857"",""100.0"",""81.904762"",""5.714286"",""100.0"",""78.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","2","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""FORM"",""97.142857"",""100.0"",""81.904762"",""5.714286"",""100.0"",""78.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","3","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""MCHP"",""89.52381"",""86.746988"",""76.190476"",""10.47619"",""99.047619"",""59.047619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","3","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""MCHP"",""89.52381"",""86.746988"",""76.190476"",""10.47619"",""99.047619"",""59.047619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","4","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRWV"",""96.190476"",""98.795181"",""66.666667"",""6.666667"",""98.095238"",""40.952381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","4","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRWV"",""96.190476"",""98.795181"",""66.666667"",""6.666667"",""98.095238"",""40.952381"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","5","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""POWL"",""86.666667"",""90.361446"",""14.285714"",""15.238095"",""97.142857"",""90.47619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","5","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""POWL"",""86.666667"",""90.361446"",""14.285714"",""15.238095"",""97.142857"",""90.47619"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","6","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ENTG"",""91.428571"",""95.180723"",""25.714286"",""11.428571"",""96.190476"",""47.619048"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","6","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ENTG"",""91.428571"",""95.180723"",""25.714286"",""11.428571"",""96.190476"",""47.619048"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","7","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CAMT"",""95.238095"",""99.047619"",""97.142857"",""3.809524"",""95.238095"",""43.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","7","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CAMT"",""95.238095"",""99.047619"",""97.142857"",""3.809524"",""95.238095"",""43.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","8","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRDO"",""82.857143"",""92.771084"",""52.380952"",""18.095238"",""94.285714"",""41.904762"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","8","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""CRDO"",""82.857143"",""92.771084"",""52.380952"",""18.095238"",""94.285714"",""41.904762"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","9","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMKR"",""76.190476"",""85.542169"",""7.619048"",""24.761905"",""93.333333"",""76.190476"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","9","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMKR"",""76.190476"",""85.542169"",""7.619048"",""24.761905"",""93.333333"",""76.190476"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","10","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ANET"",""50.47619"",""96.385542"",""88.571429"",""60.0"",""92.380952"",""23.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","10","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""ANET"",""50.47619"",""96.385542"",""88.571429"",""60.0"",""92.380952"",""23.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","11","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TER"",""71.428571"",""93.975904"",""43.809524"",""28.571429"",""91.428571"",""63.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","11","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""TER"",""71.428571"",""93.975904"",""43.809524"",""28.571429"",""91.428571"",""63.809524"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","12","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""LITE"",""14.285714"",""79.518072"",""67.619048"",""85.714286"",""90.47619"",""95.238095"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","12","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""LITE"",""14.285714"",""79.518072"",""67.619048"",""85.714286"",""90.47619"",""95.238095"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","13","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""DELL"",""27.619048"",""77.108434"",""87.619048"",""83.809524"",""89.52381"",""81.904762"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","13","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""DELL"",""27.619048"",""77.108434"",""87.619048"",""83.809524"",""89.52381"",""81.904762"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","14","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""KEYS"",""65.714286"",""53.012048"",""73.333333"",""37.142857"",""88.571429"",""73.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","14","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""KEYS"",""65.714286"",""53.012048"",""73.333333"",""37.142857"",""88.571429"",""73.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","15","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""WDC"",""40.952381"",""81.927711"",""37.142857"",""58.095238"",""87.619048"",""91.428571"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","15","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""WDC"",""40.952381"",""81.927711"",""37.142857"",""58.095238"",""87.619048"",""91.428571"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","16","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SNDK"",""56.190476"",""91.566265"",""45.714286"",""45.714286"",""86.666667"",""98.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","16","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""SNDK"",""56.190476"",""91.566265"",""45.714286"",""45.714286"",""86.666667"",""98.095238"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","17","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMAT"",""31.428571"",""49.39759"",""90.47619"",""82.857143"",""85.714286"",""53.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","17","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""AMAT"",""31.428571"",""49.39759"",""90.47619"",""82.857143"",""85.714286"",""53.333333"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","18","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""QCOM"",""79.047619"",""97.590361"",""77.142857"",""20.952381"",""84.761905"",""37.142857"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","18","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""QCOM"",""79.047619"",""97.590361"",""77.142857"",""20.952381"",""84.761905"",""37.142857"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","19","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""INTC"",""40.0"",""87.951807"",""59.047619"",""61.904762"",""83.809524"",""96.190476"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","19","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""INTC"",""40.0"",""87.951807"",""59.047619"",""61.904762"",""83.809524"",""96.190476"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","20","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""KLIC"",""38.095238"",""39.759036"",""79.047619"",""67.619048"",""82.857143"",""84.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","20","V18_3D_RAW105_FACTOR_PACK_RANKING","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""KLIC"",""38.095238"",""39.759036"",""79.047619"",""67.619048"",""82.857143"",""84.761905"""
"state\v18\V18_4F_WORLDQUANT_FACTOR_FORWARD_SNAPSHOT_20260515_184107.csv","21","V18_3D","LEGACY_RUNTIME_DEPENDENCY_CANDIDATE","""2026-05-15"",""D:\us-tech-quant\outputs\v18\factor_pack\V18_3D_RAW105_FACTOR_PACK_RANKING.csv"",""HUBB"",""83.809524"",""87.619048"",""60.952381"",""16.190476"",""81.904762"",""17.142857"""
